artist,song_name,golden_label,golden_dist,base1_dist,base2_dist,ours_dist
Colde(콜드),충분해(Enough) (Prod.APRO),설렘&심쿵,"[0.375, 0.5, 0.0, 0.125, 0.0, 0.0]",[0.5093 0.0947 0.0385 0.0142 0.1788 0.1644],[0.463  0.1185 0.0487 0.0143 0.1544 0.2011],"[0.625, 0.25, 0.0, 0.125, 0.0, 0.0]"
이바다,지금 뭐해,설렘&심쿵,"[0.0588, 0.7941, 0.1471, 0.0, 0.0, 0.0]",[0.0355 0.1768 0.6909 0.0582 0.0242 0.0144],[0.0298 0.179  0.6971 0.054  0.0278 0.0123],"[0.1765, 0.5, 0.1765, 0.0, 0.0, 0.1471]"
케이윌,그게 뭐라고,설렘&심쿵,"[0.4286, 0.2857, 0.0952, 0.1429, 0.0, 0.0476]",[0.5285 0.0719 0.0391 0.015  0.1537 0.1918],[0.5182 0.0647 0.04   0.0128 0.1408 0.2235],"[0.3333, 0.2381, 0.0952, 0.1429, 0.1429, 0.0476]"
보라미유,ON & ON,설렘&심쿵,"[0.5455, 0.2727, 0.0, 0.0, 0.1818, 0.0]",[0.3052 0.2504 0.253  0.0248 0.102  0.0647],[0.4543 0.1459 0.0997 0.0169 0.1705 0.1127],"[0.4545, 0.1364, 0.0455, 0.0, 0.2727, 0.0909]"
마크툽(MAKTUB),마음이 말하는 행복 (Happiness) (Feat.이라온),설렘&심쿵,"[0.1053, 0.7895, 0.1053, 0.0, 0.0, 0.0]",[0.0285 0.6106 0.2504 0.0285 0.0551 0.0269],[0.0255 0.6169 0.3064 0.0167 0.0219 0.0125],"[0.2105, 0.5789, 0.1579, 0.0, 0.0, 0.0526]"
Sweet The Kid,난 너를 보면 (Feat. Jimmy Brown),설렘&심쿵,"[0.2143, 0.5714, 0.1786, 0.0, 0.0357, 0.0]",[0.0512 0.4919 0.332  0.0221 0.0712 0.0316],[0.0597 0.3609 0.4989 0.0264 0.0391 0.015 ],"[0.25, 0.3214, 0.2857, 0.0, 0.1071, 0.0357]"
김필(Kim Feel),사랑 둘,설렘&심쿵,"[0.2941, 0.3529, 0.0, 0.0588, 0.0588, 0.2353]",[0.5943 0.0331 0.0164 0.0132 0.1553 0.1877],[0.5287 0.0566 0.0263 0.0124 0.1502 0.2258],"[0.4706, 0.0588, 0.0588, 0.0, 0.1176, 0.2941]"
멜로망스(MeloMance),고백,설렘&심쿵,"[0.0, 0.8636, 0.0, 0.0, 0.0, 0.1364]",[0.0234 0.1804 0.7018 0.0433 0.0271 0.024 ],[0.1302 0.3016 0.3998 0.0234 0.1005 0.0444],"[0.2727, 0.4545, 0.0455, 0.0, 0.0909, 0.1364]"
로키드 (Lokid),칵테일 사랑 (Feat. 유연),설렘&심쿵,"[0.4, 0.52, 0.0, 0.0, 0.0, 0.08]",[0.0643 0.3633 0.4865 0.0309 0.0345 0.0205],[0.0205 0.5806 0.347  0.0215 0.0195 0.0109],"[0.28, 0.48, 0.04, 0.0, 0.16, 0.04]"
레이나 애프터스쿨,밥 영화 카페 (feat. Aron Of Nu'est),설렘&심쿵,"[0.25, 0.5833, 0.0, 0.0833, 0.0833, 0.0]",[0.0225 0.1915 0.6114 0.1397 0.0226 0.0124],[0.0356 0.1707 0.4438 0.2906 0.0438 0.0154],"[0.0833, 0.625, 0.2083, 0.0417, 0.0417, 0.0]"
정승환,언제라도 어디에서라도,설렘&심쿵,"[0.1304, 0.7391, 0.0, 0.0, 0.0435, 0.087]",[0.0306 0.3847 0.4864 0.0388 0.041  0.0185],[0.0392 0.4    0.4977 0.0222 0.0301 0.0108],"[0.3043, 0.3913, 0.087, 0.0, 0.0435, 0.1739]"
김미정,사랑노래 (Feat. 릴러말즈(Leellamarz),설렘&심쿵,"[0.3333, 0.6667, 0.0, 0.0, 0.0, 0.0]",[0.0299 0.1409 0.7215 0.0749 0.0211 0.0117],[0.0284 0.1598 0.6878 0.0812 0.0308 0.012 ],"[0.2222, 0.5556, 0.1111, 0.0, 0.1111, 0.0]"
SURAN (수란),러브스토리 (Feat. 크러쉬),설렘&심쿵,"[0.0882, 0.7647, 0.1471, 0.0, 0.0, 0.0]",[0.0241 0.3001 0.6136 0.0322 0.017  0.0129],[0.0265 0.2471 0.6625 0.0322 0.0216 0.0101],"[0.1765, 0.4706, 0.2059, 0.0294, 0.0882, 0.0294]"
Zion.T,5월의 밤,설렘&심쿵,"[0.0, 0.2778, 0.0556, 0.1111, 0.1111, 0.4444]",[0.0898 0.5867 0.2186 0.0187 0.0436 0.0426],[0.186  0.5235 0.1708 0.0132 0.0646 0.042 ],"[0.3889, 0.2222, 0.0556, 0.2222, 0.0, 0.1111]"
SURAN (수란),오늘 취하면 (Feat.창모) (Prod. SUGA),설렘&심쿵,"[0.5143, 0.1714, 0.0571, 0.0857, 0.0, 0.1714]",[0.2413 0.1445 0.0704 0.0227 0.4081 0.113 ],[0.0976 0.2327 0.3525 0.0855 0.1917 0.0398],"[0.2571, 0.2286, 0.0, 0.1429, 0.1143, 0.2571]"
미아 (Mia),오늘은 다를거야 (Feat. nafla),설렘&심쿵,"[0.3077, 0.2692, 0.1538, 0.1538, 0.1154, 0.0]",[0.1352 0.2911 0.2038 0.0395 0.2466 0.0839],[0.1855 0.2541 0.3164 0.0335 0.1519 0.0586],"[0.2308, 0.0385, 0.0769, 0.3077, 0.3077, 0.0385]"
새소년,난춘 (亂春),설렘&심쿵,"[0.1429, 0.7143, 0.1429, 0.0, 0.0, 0.0]",[0.0207 0.5478 0.3232 0.0251 0.0603 0.0229],[0.0306 0.5767 0.3353 0.0175 0.0269 0.0129],"[0.0, 0.7143, 0.1429, 0.0, 0.0, 0.1429]"
태일 (TAEIL),Starlight,설렘&심쿵,"[0.1429, 0.5, 0.2143, 0.0714, 0.0, 0.0714]",[0.0165 0.2585 0.6452 0.0366 0.0297 0.0135],[0.0182 0.3885 0.5301 0.0332 0.0209 0.0091],"[0.2857, 0.1429, 0.4286, 0.0, 0.0, 0.1429]"
EXO,나비소녀 (Don't Go),설렘&심쿵,"[0.4333, 0.4667, 0.1, 0.0, 0.0, 0.0]",[0.0348 0.408  0.4381 0.0501 0.0469 0.0222],[0.2319 0.1614 0.2274 0.0319 0.2626 0.0849],"[0.3333, 0.4, 0.0667, 0.0333, 0.0667, 0.1]"
VERIVERY,My Beauty,설렘&심쿵,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",[0.0293 0.2676 0.5619 0.0588 0.0663 0.0161],[0.07   0.2574 0.4838 0.0781 0.0927 0.0181],"[0.0755, 0.6792, 0.0377, 0.1321, 0.0377, 0.0377]"
아스트로(ASTRO),어느새 우린,설렘&심쿵,"[0.3824, 0.4118, 0.0, 0.0294, 0.0588, 0.1176]",[0.56   0.0665 0.0289 0.0117 0.1521 0.1807],[0.5234 0.116  0.0884 0.0174 0.1146 0.1403],"[0.3824, 0.1176, 0.1765, 0.0588, 0.0882, 0.1765]"
Stray Kids (스트레이 키즈),끝나지 않을 이야기,설렘&심쿵,"[0.1186, 0.8644, 0.0, 0.0, 0.0169, 0.0]",[0.1563 0.4786 0.1387 0.0216 0.1042 0.1006],[0.2464 0.4291 0.1555 0.0131 0.0885 0.0674],"[0.2203, 0.4746, 0.0169, 0.0339, 0.0847, 0.1695]"
인피니트(Infinite),그 해 여름,설렘&심쿵,"[0.4762, 0.4762, 0.0476, 0.0, 0.0, 0.0]",[0.6007 0.0814 0.0301 0.0161 0.133  0.1387],[0.0809 0.6247 0.2108 0.0126 0.0418 0.0291],"[0.381, 0.1905, 0.1429, 0.0476, 0.0952, 0.1429]"
윤하(Younha/ユンナ),사건의 지평선,설렘&심쿵,"[0.6316, 0.3684, 0.0, 0.0, 0.0, 0.0]",[0.0201 0.28   0.6135 0.0368 0.0275 0.0222],[0.0226 0.3721 0.5391 0.0322 0.0223 0.0117],"[0.4737, 0.2632, 0.0526, 0.0, 0.0, 0.2105]"
EXO,Girl x Friend,설렘&심쿵,"[0.1667, 0.5714, 0.0, 0.1667, 0.0238, 0.0714]",[0.0698 0.4111 0.2822 0.1591 0.0534 0.0244],[0.0719 0.3884 0.342  0.1268 0.0514 0.0196],"[0.1905, 0.5238, 0.0238, 0.1429, 0.0714, 0.0476]"
NCT U,"New Love (Sung by 도영, 재현)",설렘&심쿵,"[0.1667, 0.625, 0.125, 0.0417, 0.0, 0.0417]",[0.0188 0.309  0.5711 0.0388 0.0467 0.0156],[0.0485 0.2222 0.6141 0.0618 0.0418 0.0116],"[0.125, 0.5, 0.1667, 0.0, 0.1667, 0.0417]"
Red Velvet (레드벨벳),Day 1,설렘&심쿵,"[0.125, 0.625, 0.25, 0.0, 0.0, 0.0]",[0.0172 0.3582 0.5546 0.0286 0.0278 0.0135],[0.028  0.2726 0.618  0.0431 0.027  0.0113],"[0.0625, 0.5625, 0.1875, 0.0, 0.125, 0.0625]"
방탄소년단,친구,설렘&심쿵,"[0.5185, 0.4074, 0.037, 0.037, 0.0, 0.0]",[0.0178 0.2117 0.7011 0.0313 0.0282 0.0098],[0.024  0.249  0.6531 0.0421 0.0228 0.009 ],"[0.3704, 0.3333, 0.0741, 0.037, 0.0, 0.1852]"
세븐틴(SEVENTEEN),A-TEEN,설렘&심쿵,"[0.2609, 0.4783, 0.1304, 0.087, 0.0435, 0.0]",[0.0225 0.1326 0.7649 0.0299 0.0333 0.0167],[0.0592 0.2113 0.6317 0.037  0.044  0.0168],"[0.0435, 0.6087, 0.1304, 0.087, 0.0435, 0.087]"
온앤오프(ONF),첫 사랑의 법칙 (Happily never after),설렘&심쿵,"[0.1481, 0.2593, 0.037, 0.3704, 0.1852, 0.0]",[0.0505 0.1918 0.5875 0.0511 0.0919 0.0273],[0.0654 0.2221 0.5916 0.0433 0.0548 0.0229],"[0.0741, 0.0741, 0.037, 0.1481, 0.6296, 0.037]"
NCT DREAM,너의 자리 (Puzzle Piece),설렘&심쿵,"[0.3182, 0.4545, 0.1364, 0.0455, 0.0455, 0.0]",[0.2134 0.0564 0.0323 0.0105 0.5695 0.118 ],[0.2726 0.1417 0.1002 0.027  0.338  0.1205],"[0.1818, 0.2273, 0.1364, 0.1364, 0.0909, 0.2273]"
원슈타인,존재만으로,설렘&심쿵,"[0.1429, 0.4286, 0.1429, 0.1429, 0.1071, 0.0357]",[0.0791 0.4084 0.2554 0.0249 0.1565 0.0757],[0.031  0.3593 0.5321 0.0345 0.031  0.0121],"[0.1786, 0.3929, 0.1071, 0.0, 0.2143, 0.1071]"
구구단(gugudan),일기 (Diary),설렘&심쿵,"[0.5, 0.4286, 0.0357, 0.0357, 0.0, 0.0]",[0.0397 0.4414 0.3928 0.0225 0.0764 0.0271],[0.1926 0.3032 0.2662 0.0238 0.1558 0.0584],"[0.5, 0.2857, 0.1429, 0.0, 0.0, 0.0714]"
Weeekly (위클리),After School,설렘&심쿵,"[0.0909, 0.6591, 0.1591, 0.0909, 0.0, 0.0]",[0.0245 0.1362 0.6433 0.1395 0.0426 0.014 ],[0.0264 0.1364 0.6686 0.1278 0.0282 0.0126],"[0.0909, 0.4545, 0.3409, 0.0682, 0.0227, 0.0227]"
AKMU(악뮤),DINOSAUR,설렘&심쿵,"[0.1875, 0.1875, 0.3125, 0.3125, 0.0, 0.0]",[0.1281 0.1738 0.2182 0.0497 0.3564 0.0737],[0.287  0.0796 0.1333 0.1438 0.278  0.0784],"[0.1875, 0.25, 0.375, 0.125, 0.0, 0.0625]"
더보이즈(THE BOYZ),Bloom Bloom,설렘&심쿵,"[0.0, 0.4286, 0.5714, 0.0, 0.0, 0.0]",[0.0171 0.4586 0.4413 0.0487 0.0222 0.012 ],[0.0187 0.4467 0.474  0.0371 0.0159 0.0077],"[0.1429, 0.5714, 0.2857, 0.0, 0.0, 0.0]"
몬스타엑스(Monsta X),If Only,설렘&심쿵,"[0.5152, 0.1212, 0.0, 0.0909, 0.0, 0.2727]",[0.3628 0.0532 0.0269 0.0144 0.3329 0.2097],[0.2505 0.0304 0.0374 0.0274 0.4493 0.205 ],"[0.4848, 0.0909, 0.0303, 0.0909, 0.0909, 0.2121]"
블락비(Block B),빛이 되어줘,설렘&심쿵,"[0.28, 0.36, 0.16, 0.12, 0.04, 0.04]",[0.0763 0.3883 0.2543 0.0247 0.1851 0.0713],[0.0444 0.3524 0.4907 0.0382 0.0545 0.0198],"[0.28, 0.36, 0.04, 0.08, 0.12, 0.12]"
오마이걸(OH MY GIRL),Sixteen,설렘&심쿵,"[0.25, 0.7, 0.0, 0.0, 0.0, 0.05]",[0.0459 0.1881 0.6333 0.0737 0.0331 0.0259],[0.0274 0.2536 0.6262 0.0607 0.0223 0.0098],"[0.65, 0.2, 0.0, 0.05, 0.1, 0.0]"
슬레이트,Oh Little Girl,설렘&심쿵,"[0.027, 0.7838, 0.0541, 0.027, 0.027, 0.0811]",[0.0266 0.5058 0.3175 0.0336 0.0805 0.0361],[0.0308 0.5682 0.3409 0.0237 0.0229 0.0135],"[0.0811, 0.4865, 0.0541, 0.0541, 0.027, 0.2973]"
STAYC(스테이씨),YOUNG LUV,설렘&심쿵,"[0.0667, 0.4, 0.0, 0.0667, 0.0667, 0.4]",[0.0532 0.2555 0.3852 0.2531 0.0375 0.0154],[0.0284 0.3197 0.4992 0.1176 0.0243 0.0108],"[0.1333, 0.1333, 0.0667, 0.0, 0.4, 0.2667]"
써니힐(Sunny Hill),Goodbye To Romance,설렘&심쿵,"[0.3784, 0.2703, 0.027, 0.0, 0.0541, 0.2703]",[0.0338 0.4818 0.3739 0.0701 0.0266 0.0138],[0.0295 0.2924 0.6044 0.0388 0.0265 0.0085],"[0.3514, 0.2432, 0.1351, 0.0, 0.0, 0.2703]"
YENA (최예나),SMILEY (Feat. BIBI),설렘&심쿵,"[0.25, 0.55, 0.0, 0.2, 0.0, 0.0]",[0.0518 0.4533 0.347  0.0274 0.0785 0.0421],[0.0793 0.5228 0.2906 0.0312 0.0539 0.0221],"[0.15, 0.5, 0.0, 0.15, 0.15, 0.05]"
Anonymous Artists(어나니머스 아티스트),Comfort Zone (Art. BiNTAGE (빈티지)),설렘&심쿵,"[0.3091, 0.5091, 0.0545, 0.0182, 0.0, 0.1091]",[0.0769 0.1575 0.1314 0.3487 0.2461 0.0393],[0.124  0.1537 0.1137 0.3602 0.2097 0.0385],"[0.2727, 0.2364, 0.1818, 0.1273, 0.0364, 0.1455]"
페노메코(PENOMECO),Senorita (Feat. nafla),설렘&심쿵,"[0.0, 0.8636, 0.0682, 0.0455, 0.0, 0.0227]",[0.0166 0.3995 0.4373 0.0739 0.0542 0.0184],[0.0433 0.2953 0.4947 0.104  0.0501 0.0127],"[0.0682, 0.4091, 0.3636, 0.1136, 0.0455, 0.0]"
Way Ched(웨이체드),RnB Ting (feat. 식케이),설렘&심쿵,"[0.0426, 0.7021, 0.1489, 0.0851, 0.0213, 0.0]",[0.0461 0.2399 0.5342 0.1477 0.0199 0.0122],[0.0244 0.276  0.5319 0.1356 0.0202 0.012 ],"[0.0426, 0.3191, 0.1915, 0.2766, 0.1489, 0.0213]"
릴러말즈 (Leellamarz),RUN,설렘&심쿵,"[0.5, 0.125, 0.0625, 0.1875, 0.0, 0.125]",[0.0549 0.1775 0.4501 0.1613 0.1124 0.0437],[0.0943 0.1861 0.4824 0.0947 0.1171 0.0254],"[0.0625, 0.125, 0.0, 0.25, 0.5625, 0.0]"
빈첸,i,설렘&심쿵,"[0.3158, 0.3684, 0.1579, 0.1053, 0.0526, 0.0]",[0.0622 0.1007 0.4444 0.3234 0.0391 0.0302],[0.0445 0.1482 0.5487 0.2013 0.0418 0.0156],"[0.3158, 0.2105, 0.0526, 0.2632, 0.0526, 0.1053]"
Yultron,Us2,설렘&심쿵,"[0.0, 0.9762, 0.0238, 0.0, 0.0, 0.0]",[0.0674 0.1277 0.1202 0.3631 0.2809 0.0408],[0.0794 0.1246 0.1003 0.4638 0.2003 0.0316],"[0.0476, 0.4762, 0.2381, 0.0476, 0.0476, 0.1429]"
Liquor,EOY (eyes on you) (Feat. OLNL(오르내림)),설렘&심쿵,"[0.0333, 0.6, 0.0667, 0.3, 0.0, 0.0]",[0.0869 0.2714 0.3812 0.2015 0.0342 0.0248],[0.0411 0.4052 0.4694 0.0409 0.0301 0.0132],"[0.0333, 0.4, 0.1333, 0.2333, 0.0667, 0.1333]"
기리보이,"하루종일 (feat. DJ SQ, 한요한)",설렘&심쿵,"[0.0, 0.75, 0.125, 0.125, 0.0, 0.0]",[0.0264 0.2792 0.609  0.0283 0.0411 0.0161],[0.0248 0.2517 0.6367 0.0473 0.0276 0.0119],"[0.0, 0.5, 0.25, 0.0, 0.0, 0.25]"
래원 (Layone),프리지아,설렘&심쿵,"[0.0909, 0.4545, 0.0, 0.3636, 0.0, 0.0909]",[0.202  0.0559 0.0293 0.0148 0.4411 0.2569],[0.371  0.0996 0.0967 0.0204 0.2791 0.1333],"[0.0, 0.3636, 0.0909, 0.2727, 0.1818, 0.0909]"
창모(CHANGMO),REMEDY (Feat. 청하 (CHUNG HA)),설렘&심쿵,"[0.0385, 0.4231, 0.0769, 0.2692, 0.1154, 0.0769]",[0.035  0.4605 0.3041 0.0679 0.1034 0.029 ],[0.0695 0.2923 0.4864 0.0512 0.0777 0.023 ],"[0.1154, 0.3846, 0.0, 0.1538, 0.2308, 0.1154]"
Yung Wave (영 웨이브),WITHOUTU (Feat. D-HACK),설렘&심쿵,"[0.2727, 0.3818, 0.0364, 0.1273, 0.1091, 0.0727]",[0.1973 0.2884 0.2552 0.0273 0.153  0.0787],[0.141  0.3062 0.4026 0.0259 0.0936 0.0308],"[0.3091, 0.2364, 0.0545, 0.3273, 0.0727, 0.0]"
그루비룸 (GroovyRoom),"Tell me (feat. Sik-K, 기리보이)",설렘&심쿵,"[0.2333, 0.2333, 0.0, 0.4, 0.1, 0.0333]",[0.1715 0.2555 0.0687 0.1192 0.1618 0.2234],[0.026  0.057  0.0575 0.7731 0.0635 0.0228],"[0.0333, 0.4, 0.0667, 0.2667, 0.1333, 0.1]"
숀 (SHAUN),Lunisolar (Original Mix),설렘&심쿵,"[0.0179, 0.6964, 0.1429, 0.0714, 0.0, 0.0714]",[0.0745 0.1201 0.0986 0.4735 0.1982 0.0351],[0.1047 0.1181 0.0815 0.4841 0.1699 0.0418],"[0.1607, 0.2857, 0.2679, 0.1964, 0.0, 0.0893]"
버스커 버스커(Busker Busker),벚꽃 엔딩,설렘&심쿵,"[0.0, 0.7778, 0.2222, 0.0, 0.0, 0.0]",[0.0191 0.4954 0.3898 0.0363 0.0427 0.0167],[0.0197 0.4092 0.5086 0.0338 0.0206 0.0081],"[0.0556, 0.3889, 0.5556, 0.0, 0.0, 0.0]"
아이유(IU),너의 의미 (feat. 김창완),설렘&심쿵,"[0.1111, 0.5185, 0.0, 0.0, 0.1111, 0.2593]",[0.1372 0.3529 0.0725 0.0293 0.1968 0.2113],[0.3184 0.1222 0.0574 0.0187 0.2584 0.2249],"[0.2963, 0.2593, 0.0741, 0.0, 0.1111, 0.2593]"
하이포(HIGH4),봄 사랑 벚꽃 말고,설렘&심쿵,"[0.3333, 0.2667, 0.0667, 0.2, 0.1333, 0.0]",[0.048  0.2625 0.5384 0.0223 0.0922 0.0367],[0.1844 0.2487 0.3602 0.025  0.1356 0.0462],"[0.3333, 0.2667, 0.0667, 0.1333, 0.2, 0.0]"
선우정아(Sunwoojunga),봄처녀,설렘&심쿵,"[0.0, 0.9032, 0.0, 0.0968, 0.0, 0.0]",[0.0246 0.2983 0.5052 0.1299 0.0297 0.0122],[0.016  0.2373 0.5322 0.189  0.0166 0.0088],"[0.0323, 0.3871, 0.3548, 0.0968, 0.0968, 0.0323]"
볼빨간사춘기,"나만, 봄",설렘&심쿵,"[0.0625, 0.375, 0.125, 0.25, 0.1875, 0.0]",[0.035  0.1453 0.6843 0.0845 0.0353 0.0156],[0.0369 0.2195 0.6405 0.0527 0.0367 0.0136],"[0.0625, 0.25, 0.125, 0.25, 0.3125, 0.0]"
10CM,봄이 좋냐??,설렘&심쿵,"[0.0526, 0.3158, 0.0, 0.2632, 0.0, 0.3684]",[0.0182 0.2129 0.688  0.0376 0.0303 0.0129],[0.0267 0.2432 0.6282 0.0605 0.0291 0.0124],"[0.0, 0.1579, 0.0, 0.2632, 0.0526, 0.5263]"
정은지,하늘바라기 (feat. 하림),설렘&심쿵,"[0.15, 0.8, 0.0, 0.0, 0.0, 0.05]",[0.3245 0.1468 0.0699 0.023  0.2122 0.2235],[0.3924 0.0882 0.0515 0.0136 0.2041 0.2502],"[0.2, 0.45, 0.0, 0.0, 0.1, 0.25]"
로꼬,우연히 봄,설렘&심쿵,"[0.2075, 0.3208, 0.3208, 0.0755, 0.0377, 0.0377]",[0.0214 0.1724 0.7313 0.0483 0.0164 0.0101],[0.023  0.3057 0.6015 0.0357 0.0242 0.0098],"[0.1698, 0.2264, 0.4151, 0.0189, 0.0566, 0.1132]"
자전거 탄 풍경,"너에게 난, 나에게 넌",설렘&심쿵,"[0.0, 0.9412, 0.0, 0.0, 0.0, 0.0588]",[0.1203 0.5559 0.1582 0.0168 0.0837 0.065 ],[0.3429 0.3241 0.0759 0.013  0.1259 0.1181],"[0.2353, 0.3529, 0.2941, 0.0, 0.0588, 0.0588]"
로이킴,봄봄봄,설렘&심쿵,"[0.25, 0.625, 0.0, 0.0, 0.0, 0.125]",[0.6366 0.0563 0.0263 0.011  0.1224 0.1474],[0.5314 0.0938 0.0661 0.0133 0.1414 0.154 ],"[0.5, 0.1875, 0.125, 0.0625, 0.0, 0.125]"
원 모어 찬스(one more chance),널 생각해,설렘&심쿵,"[0.0909, 0.8636, 0.0, 0.0455, 0.0, 0.0]",[0.0226 0.4612 0.424  0.0306 0.0409 0.0207],[0.0264 0.5274 0.3868 0.0243 0.0236 0.0114],"[0.4545, 0.2273, 0.1364, 0.0455, 0.1364, 0.0]"
뜨거운 감자(Hot Potato),고백,설렘&심쿵,"[0.0, 0.8636, 0.0, 0.0, 0.0, 0.1364]",[0.0234 0.1804 0.7018 0.0433 0.0271 0.024 ],[0.1302 0.3016 0.3998 0.0234 0.1005 0.0444],"[0.2727, 0.4545, 0.0455, 0.0, 0.0909, 0.1364]"
다비치,두사랑 (feat. 매드클라운),설렘&심쿵,"[0.25, 0.3, 0.05, 0.15, 0.2, 0.05]",[0.3363 0.2709 0.0652 0.0473 0.0996 0.1807],[0.3029 0.2253 0.0616 0.0241 0.1835 0.2027],"[0.15, 0.3, 0.0, 0.05, 0.2, 0.3]"
에디킴(Eddy Kim),이쁘다니까,설렘&심쿵,"[0.2917, 0.25, 0.0, 0.4583, 0.0, 0.0]",[0.0149 0.4103 0.4817 0.0426 0.0337 0.0168],[0.0148 0.4463 0.4742 0.0444 0.0131 0.0071],"[0.2083, 0.2917, 0.0, 0.2917, 0.0, 0.2083]"
버스커 버스커(Busker Busker),꽃송이가,설렘&심쿵,"[0.3333, 0.6667, 0.0, 0.0, 0.0, 0.0]",[0.0414 0.1977 0.5317 0.1812 0.0309 0.0172],[0.0268 0.2552 0.6543 0.0382 0.0167 0.0088],"[0.2, 0.4667, 0.1333, 0.2, 0.0, 0.0]"
폴킴(Paul Kim),있잖아,설렘&심쿵,"[0.2778, 0.3889, 0.0, 0.0, 0.0, 0.3333]",[0.053  0.1704 0.6243 0.0484 0.0733 0.0306],[0.0803 0.1559 0.6465 0.0377 0.0611 0.0186],"[0.5, 0.2222, 0.0556, 0.0, 0.1667, 0.0556]"
아이오아이(I.O.I),벚꽃이 지면,설렘&심쿵,"[0.1667, 0.6667, 0.0, 0.0, 0.0, 0.1667]",[0.0375 0.4622 0.388  0.0253 0.0579 0.0291],[0.0479 0.4351 0.4173 0.0292 0.048  0.0224],"[0.0667, 0.6333, 0.0333, 0.0, 0.0667, 0.2]"
서현진,사랑이 뭔데,설렘&심쿵,"[0.1515, 0.5455, 0.0909, 0.0, 0.0, 0.2121]",[0.4938 0.0444 0.0263 0.0097 0.269  0.1568],[0.4882 0.0602 0.0445 0.0134 0.2263 0.1673],"[0.1515, 0.2424, 0.1515, 0.2121, 0.0606, 0.1818]"
페퍼톤스 (PEPPERTONES),공원여행 (Vocal By 현민),설렘&심쿵,"[0.125, 0.8125, 0.0625, 0.0, 0.0, 0.0]",[0.0897 0.3316 0.3714 0.0506 0.1213 0.0355],[0.0691 0.3837 0.3702 0.0454 0.1015 0.0301],"[0.125, 0.4375, 0.125, 0.1875, 0.125, 0.0]"
에릭남(Eric Nam),"유후 (You, Who?)",설렘&심쿵,"[0.1053, 0.8947, 0.0, 0.0, 0.0, 0.0]",[0.05   0.4773 0.3844 0.0259 0.0429 0.0195],[0.0751 0.3624 0.4713 0.0275 0.0471 0.0166],"[0.3421, 0.4211, 0.1053, 0.0263, 0.1053, 0.0]"
차오루(Cao Lu),왜 또 봄이야,설렘&심쿵,"[0.08, 0.16, 0.28, 0.36, 0.12, 0.0]",[0.0534 0.1475 0.4897 0.2468 0.0426 0.02  ],[0.0403 0.1817 0.4332 0.2848 0.0401 0.0199],"[0.0, 0.12, 0.36, 0.16, 0.16, 0.2]"
에릭남(Eric Nam),봄인가 봐 (Spring Love),설렘&심쿵,"[0.1176, 0.8235, 0.0588, 0.0, 0.0, 0.0]",[0.0226 0.4268 0.4756 0.0257 0.0314 0.0178],[0.0288 0.4231 0.4921 0.0235 0.0215 0.0109],"[0.3529, 0.4706, 0.0, 0.0588, 0.1176, 0.0]"
박지윤,봄눈,설렘&심쿵,"[0.1333, 0.6667, 0.1333, 0.0, 0.0, 0.0667]",[0.0337 0.4738 0.4167 0.0361 0.0237 0.0161],[0.0761 0.5983 0.2102 0.0176 0.0683 0.0293],"[0.1333, 0.5333, 0.0, 0.0, 0.0, 0.3333]"
종현 (JONGHYUN),시간이 늦었어 (Beautiful Tonight),설렘&심쿵,"[0.3571, 0.5, 0.0, 0.1429, 0.0, 0.0]",[0.2207 0.2228 0.3025 0.0219 0.1574 0.0746],[0.1003 0.2557 0.5    0.0314 0.0832 0.0295],"[0.1429, 0.1429, 0.2143, 0.1429, 0.2857, 0.0714]"
1415,봄이 온 것 같애,설렘&심쿵,"[0.1304, 0.5652, 0.2174, 0.0, 0.0, 0.087]",[0.0328 0.4985 0.3724 0.0196 0.0531 0.0236],[0.0384 0.5823 0.3168 0.0157 0.0307 0.0162],"[0.2174, 0.4783, 0.1739, 0.0, 0.0435, 0.087]"
프롬(Fromm),Rescue me,설렘&심쿵,"[0.0455, 0.9091, 0.0, 0.0, 0.0, 0.0455]",[0.0381 0.2258 0.5249 0.1555 0.0411 0.0145],[0.0268 0.2036 0.6736 0.0602 0.0264 0.0094],"[0.0, 0.6818, 0.1818, 0.0, 0.0455, 0.0909]"
미쓰 에이(miss A),Stuck,설렘&심쿵,"[0.1212, 0.7576, 0.0303, 0.0303, 0.0, 0.0606]",[0.0576 0.4749 0.3466 0.0285 0.0574 0.0349],[0.0879 0.3434 0.4682 0.0254 0.0556 0.0195],"[0.2121, 0.2121, 0.2424, 0.0, 0.0606, 0.2727]"
핫펠트 (HA:TFELT),위로가 돼요 (Pluhmm),설렘&심쿵,"[0.36, 0.6, 0.0, 0.04, 0.0, 0.0]",[0.0652 0.4884 0.2518 0.1064 0.0606 0.0275],[0.0719 0.4812 0.2107 0.0999 0.1005 0.0358],"[0.16, 0.44, 0.12, 0.12, 0.16, 0.0]"
주영,그대와 같아,설렘&심쿵,"[0.3333, 0.5556, 0.1111, 0.0, 0.0, 0.0]",[0.3507 0.1862 0.0655 0.0171 0.2127 0.1679],[0.3977 0.199  0.0664 0.0175 0.147  0.1724],"[0.2222, 0.3333, 0.0, 0.1111, 0.2222, 0.1111]"
