,diary,emotion,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
3985,"여행에서 돌아온 뒤 집안은 쥐죽은 듯 조용했다. 아무도 없었다. 언니들이 결혼한 지 일 년이 다 돼가는데도 언니들이 없는 집은 여상 낯설었다. 내가 언제 오든 늘 나를 맞아주셨던 어머니조차 계시지 않아서 그 공백이 더 크게 느껴졌던 것 같다. 엄마가 바빠서 당분간 혼자 지내야 돼, 잘 지낼 수 있지. 고등학생쯤이니 그런 건 당연히 할 수 있을 줄 알았다.",5,,,,,
3986,"첫날, 혼자 썼던 침대가 유독 넓고 외롭게 느껴져서, 그 다음날부터 나는 종종 거실로 나가 소파에 누워 자고는 했다. 커튼 사이로 스미는 가로등 불빛이나 아침이 되면 눈부실 만큼 쏟아지던 햇빛이 어떤 종류의 위안이 되었던 것 같다. 자기 전에 옆에 있어주거나 깨워주는 사람이 없어도 그것만으로도 충분하다고 생각했다.",4,,,,,
3987,"일주일이 생각보다 빠르게 지나갔다. 늦게까지 게임하지 말라는 잔소리도 일찍 좀 일어나라는 한숨소리도 존재하지 않는 여름방학일 터인데 학교를 가고 싶다는 생각을 한 건 처음이었다. 열두 시가 넘어서까지 하고 싶어도 못했던 게임이, 여덟 시가 채 되지 않았는데도 지루하게 느껴졌다. 제일 좋아하는 부분에 책갈피만 끼워두고 덮은 지 오래된, 좋아하는 책을 읽으려 했지만 활자 하나하나가 다른 세상의 언어 같아서 첫 장조차 제대로 읽을 수 없었다. 플레이리스트는 유행이 지나고 이제는 진부해진 음악들밖에 남지 않았지만, 그 노래를 크게 틀어 집안을 가득 메우는 것만이 내가 할 수 있는 전부였다. 매 끼니는 컵라면이나 과자 따위였고 그마저도 굶는 일이 잦았다. 라면에 질릴 즈음 다른 걸 해먹어 볼까 싶었지만 내일모레면 썩기 시작할 달걀 두 개를 가지고도 내가 할 수 있는 건 아무것도 없다는 걸 깨달았다. 열일곱이 될 때까지 가스레인지 켜는 법조차 알지 못했던 것이다. 내 삶의 전부에는 나보다 훨씬 큰 언니들이나 어머니가 존재했기 때문에 살아오며 가족들이 내게 베풀어준 것들을 무의식적으로 당연하다고 생각했음을 알게 되었다. 하기는커녕 배워둘 생각조차 하지 않았던 스스로가 한심했고, 이대로 어머니가 돌아오시지 않으면 나는 어떻게 될까, 하는 생각을 했다. 아무것도 떠오르지 않았다. 그래서 그날은 아무것도 먹지 못했다.",5,,,,,
3988,"그런 날들이 자주는 아니지만 가끔씩 있다. 가장 좋아하는 예능을 봐도 시큰둥,  좋아하는 음식을 먹는다고 하는데도 시큰둥, 뭘 하자고 해도 의욕도 나지 않고 무기력하게 있게 되는 날들이. 이럴 때는 일부러 아무것도 하지 않으려고 하면서 누워서 온갖 생각과 고민에 빠지곤 한다. 이렇게 아무것도 재미없게 사는 삶을 평생 살게 되는 것이 아닌가 하는 고민부터 그러면 나는 어디서 재미를 찾는 걸까, 하는 조금 깊은 상상까지 하면서 꼬리에 꼬리를 물곤 하지만 결론은 나오지 않는다. 그냥 그렇게 인생 재미없는 때를 고민하고 있는 '나'만 남게 되는 거다. 그래서 나는 이런 날들을 썩 반가워하지 않는 편이다. 이런 버릇이 내 성격에는 엄청나게 좋지 않다는 것을 알면서도 사실 아주 조금은 좋은 점이 있다. 깊은 생각을 하게 되다보니 그 와중에서 좋은 것을 찾게 되는 날이 아주 없지만은 않다는 정도. 딱 그거 말고는 없다. 요즘은 이런 날이 어쩌다 한번이었으면 두번, 세번 정도는 늘었으니 이런 것에서 성장함을 느끼는 것만으로도 좋은 거 아닐까, 라고 생각한다.",4,,,,,
3989,요리라는 거창한 이름을 붙이지 않더라도 좋다. 나를 위해 음식을 해 먹는다는 행위는 그 자체로 날 즐겁게한다. 자존감을 높여주기도 하는 것 같다.,1,,,,,
3990,"냉동실에 있던 바닐라 아이스크림을 예쁘게 퍼서 접시에 닮는 것, 아침을 위해 사과와 당근을 깍둑썰어 주스를 갈아 먹는 것.",1,,,,,
3991,"결과물 뿐만이 아니다. 나를 위해 시간을 들이고 준비하는 그 모든 행위, 그 자체가 삶의 소소한 행복이자 충전이 된다.",1,,,,,
3992,"그 모든 것을 상상하고 실행에 옮기는 과정, 그 자체가 나를 기운 나게 한다.",1,,,,,
3993,"어쩌면 나는 퇴사 이후로 많이 지쳐 있을 것이다. 괜찮다가도, 또 괜찮지 않아지기도 한다.",5,,,,,
3994,"절대 못 이겨낼 것 같다가도, 그 생각 자체가 지나가는 것 뿐이라는 것을 이제는 안다.",4,,,,,
3995,"이 과정을 견뎌내는 것이 성장이리라, 그리고 나는 아마 성장하는 과정이리라.",5,,,,,
3996,"맛있는 것을 해먹는 삶은 사실 나를 소중히, 주변을 소중히 여기는 삶이라는 뜻인  것 같다.",1,,,,,
3997,오늘도 나는 맛있는 것을 해먹었다.,1,,,,,
3998,새로운 시작이 왔다. 어떻게 보면 끝이라고 할 수 있지만 나는 새로운 시작이라고 부르고자 했다.,2,,,,,
3999,졸업 이후 몇 년씩 준비했던 것에 결과를 보게 되었다. 끝났다는 안도감이 제일 먼저 들었고 기쁨을 만끽했다.,1,,,,,
4000,가족들도 축하해주었다. 함께 지냈던 모든 분들이 제 일처럼 기뻐해주셨다. 함께 기쁨을 나눌 수 있는 사람들이 있어 좋았다. 물론 함께 기쁨을 나누지 못한 아쉬운 사람들도 있었다. 같은 결과를 내지 못해 나또한 아쉬웠지만 당사자는 얼마나 더 힘들까 싶다. 나도 그 힘듦을 아니까.,1,,,,,
4001,그동안의 고생은 뒤로 접어두고 새로운 만남을 이어가게 될 예정이다. 새로운 곳에 가서 새로운 사람들과 새로운 일을 하게 되며 봄을 맞이할 것이다. 아마 그때의 힘듦은 잊어버리게 되겠지.,1,,,,,
4002,"함께하지 못한 슬픔을 다시 맞이한다는 건 꽤나 힘든 일이다. 이전까지만 해도 나는 친구의 기쁨을 뒤에서 축하해주고 내가 축하받지 못했던, 그런 입장이였다. 처음엔 진심이였지만 이것이 쌓이고 쌓이다보면 스스로가 무너지게 된다. 내 안의 나를 위한 마음이 사라져있었다. 실패를 맛보았을 땐 마음 속에 아무것도 남아있지 않았었다. 말 그대로 제로상태였다. 마음이 텅 빈 것 같았다. 그것을 이겨내고 견뎌내는 것이 제일 힘들었던 기억이 남는다. 삶의 목적의식도 없었고 무엇을 위해 그리고 무_을 해야하는지도 혼란스러웠다.",5,,,,,
4003,그런 기억들을 안고 성공을 쟁취함으로써 기쁨보단 더이상 그런 슬픔을 겪지 않아도 된다는 안도감으로 나의 마음이 채워져갔다. 아마 나의 곁에서 지켜본 가까운 사람들도 같은 마음이였을거라 생각된다.,1,,,,,
4004,우스갯소리로 인생의 4대천왕이 있다고 한 유머글을 본 적이 있다. 그 첫번째 관문이였지만 드디어 첫번째를 통과함으로 스스로에게 칭찬을 해주고싶다. 그리고 내 옆을 지켜준 모든 사람들에게도 감사하다고 전하고 싶다. 그리고 이 초심을 잃지않고 첫 단추를 잘 끼워내 행복한 한 해가 되었으면 좋겠다. 나를 생각하고 내 주변을 생각하고 받았던 감사함을 잃지않고 감사한 마음을 담아 내 주변에 감사함을 전해드릴 수 있는 그런 한해가 되길 간절히 소원한다.,1,,,,,
4005,기사를 보았다. 방금 전에 조건 좋은 미청약 아파트가 꽤 남았고 이제는 보기 어려울 그 아파트 줍기에 청약에 불리한 어린 세대가 대다수 줍줍을 성공했다는 내용의 기사를 보았다. 순간 나는 왜 그러지 않았지? 정말 앉아서 몇억을 벌 수 있을 기회였는데... 매사가 아쉬우니 이런 횡재를 시도하지 못함을 깨달을 때 감정적으로 괴로워지는 편이다.,3,,,,,
4006,최근의 후회는 다름아닌 1년 전 시험판에 뛰어드는 그 때였다. 그 때부터 하루에 다섯시간만 공부했어도 지금 이 지경이진 않을텐데. 반년 전으로 돌아가 그 때부터 열시간씩 공부했어도 지금 이렇게 후회하고 있지 않을텐데. 이런 식으로 후회하는 것이다. 그리고 내년에 똑같은 문제로 후회하고 있으면 어쩔지 너무나 두렵다.,3,,,,,
4007,나는 이렇게 순간에 만족한 적이 없다. 25년살면서 순간에 열중한 적이 없다. 가장 값지다는 청춘을 이렇게 허비한 것이 너무나 후회스러웠다. 모든 후회들은 순간에 집중하며 청춘을 불태우며 열렬히 살아갔다면 어떤 횡재를 놓쳐도 감히 후회할 수 없을 것이다. 그러나 열렬했던 경험이 없으니 가장 근본적 문제인 나태와 자만을 탓하며 괴로워 하는 것이다.,1,,,,,
4008,전부터 생각했던 일이지만 A랑 거리를 둘 때가 온 것 같다.,5,,,,,
4009,"토요일에 영화 보러 만났는데 내가 팝콘이랑 콜라를 가지고 있다는 걸 알면서도(너무 급해서 몰랐으려나...) 바로 올라갔고, 바로는 아니더라도 전화해서 내가 밑에 있는 걸 알았다면 적어도 그때는 내려와 줬어야 하는 것 아니었을까. 그래서 화가 났다. 이것 때문에 밥먹을때까지 계속 무뚝뚝하게 있었는데 이건 내 잘못이지만 계속 말을 걸어서 미안하지만 지금은 말 할 기분이 아니라고 했는데도 계속 말을 걸더라. 어이가 없었고 여기서 내가 뭘 더 할 수 있을까라는 생각이 들어서 밥만 먹고 헤어지자는 생각으로 대충 대답했다. 그리고 버스에서 나도 모르게 눈물이 났는데 못 본 건지 못 본 척 했던건진 모르겠지만 페북 보여주고 카톡 보여주고 하더라. 후자였다면 진짜 너무 싫고 최악이다. 이게 진짜 뭐가 친구냐.. 혼밥 혼영화하기 싫어서 불러내는 애지 그냥... 내가 우울하고 무기력한거 어렵게 말하고 알려줬는데도 내가 그런 말 껄끄러워하는거 알면서 계속 나중에 뭐 보러가자, 하러가자, 여행가자 같은 이야기를 하고. 정말 내가 여기서 뭘 더 해야 하지? 억지로 웃으면서 밝게 맞장구쳐주면서 말하기? 나는 항상 최대한 신경써주고 내가 싫은소리 하게될 것 같으면 일부러 말하기를 피하고 시험 준비 힘든 거 아니까 해가 되게 하지 않으려고 했다. 하루하루 계속 힘들겠지 그래 다시 좋은 생각 하면서 마음을 담아서 편지도 쓰고, 며칠 전부터 선물도 준비했다. 작년에 나는 생일선물 받았었나...",3,,,,,
4010,"내가 먼저 진심으로 안 대하면 굉장히 실례라는 생각을 하고 적어도 말 하고 있을 때, 만날때마다 진심을 다해서 대하려고 노력했다. 나도 삶이 힘들었다. 힘들었고 계속 힘들고 지금도 그렇다. 내 우울에 대해서 지나가듯 얘기 꺼내봤을 때는 시험 끝나면 괜찮을거야, 괜찮을거야. 나름 위로의 말이었겠지. 그리고 다시 자신의 얘기로 돌아갔다. 내 우울에 대한 이야기는 저 멀리 보내버리고. 나는 그래도 얘기 중이니까 돌려져버린 화제에 맞춰서 이야기를 이어나갔다. 나는 전혀 안 괜찮았다. 이제 그만 하자.",5,,,,,
4011,토요일에 헤어진 뒤로 먼저 연락도 없었다. 먼저 생각해줄 가치가 없는거겠지. 됐다 이제.. 그냥 중고등학교 동창 정도로 지내자. 난 그걸로 만족해. 상처 많이 받았지만 같이 있어준 건 고마웠다.,4,,,,,
4012,"동두천으로 가는 길이 생각보다 춥지는 않았다. 일부러 안에 목티를 입고 패딩까지 입었지만, 코트 정도면 적당했을 것 같다. 오히려 추위보다 서울의 지하철이 더 문제였다. 종종 서울에 간 적이 있었으나 지하철을 타고 이동한 적은 없었는데 이번 기회에 절실하게 느꼈다. 서울 지하철은 조금 이상한 것 같다. 보통 OO 행이면 OO이 종점을 가리키는 것일 텐데 서울은 그렇지 않았다. 왜 그럴까? 이유는 아직도 잘 모르겠다. 서울 지하철이 초행길인 사람에게는 이용하기 어려울 수 있는 교통수단이라는 것만 알 뿐이다. 고속버스 터미널에서 내려서 덜컹거리는 지하철을 타고(지하철이 내가 사는 지역보다 매우 빨랐다. 우리 지역 지하철이 이 정도 속도로 달린다면 아침 이동시간이 절반이 될 것 같다.) 예약해둔 동두천의 숙소를 찾았다. 숙소는 사진으로 본 것과 똑같았다. 꽤 괜찮았는데 무려 컴퓨터도 있었다. 숙소에 컴퓨터가 있을 줄은 몰랐는데 신기했다. 숙소에 짐을 내려두고 배가 너무 고파서 밥부터 먹기로 했다.",5,,,,,
4013,"원래 말을 먼저 꺼낸 사람이 항상 책임을 지게 되지 않는가? 나도 그렇게 됐다. 밖에 나가서 밥을 먹자고 하길래 너무 귀찮아서 그냥 숙소에서 시켜먹자고 했더니 그럼 내가 알아서 시키라는 대답이 돌아왔다. 깔아본 적도 없던 배달 앱을 최초로 깔게 됐다. 배달 앱을 깐 것은 좋았는데 음식점이 너무 많아서 어디서 시켜야 할지 혼란이 왔다. 그래서 그냥 가장 빨리 배달되는 피자집에서 40,000원대로 피자 두 판을 시켰다. 피자를 급히 시키고 나니 마음에 여유가 생겨 다른 음식점도 살펴봤다. 이미 샀다면 비슷한 상품을 찾아보는 일은 하지 않는 게 현명한데 미련했다. 그 음식점은 피자를 두 판에 25,000원으로 판매하고 있었다. 역시 사람은 신중해야 한다. 이번에는 처음 이용해보는 거라 실수했지만, 다음에는 신중히 비교해보고 합리적인 가격으로 결제해야겠다는 생각이 들었다.",3,,,,,
4014,언제 사라질 지 모르는 세상에서 나는 늘 불안함을 떨면서 살고 있다.,5,,,,,
4015,그래도 조금씩 혼자 사는 법을 익혀가고 있지만... 생각보다 외로움이란 게 들쑥날쑥 어김없이 찾아온다.,4,,,,,
4016,사실 가끔은 인생에 대한 깊은 고뇌에 잠이 안 온다.,5,,,,,
4017,지금 20대인 내가 선택한 결과들이 과연 내 인생에 어떤 결과를 불러올 지부터.. 취업이 꽤 오랜 기간동안 안 되면 어떡하지..,5,,,,,
4018,고정 수입이 있어야 이 월세와 생활비를 버티는데  남은 계약 기간동안은 무슨 일을 더 알아봐야 할지...,3,,,,,
4019,"그리고 그 후엔 또 무슨 일을 하며 돈을 벌고 살아야 하지... 부터 해서..언제까지 이 회사를 다녀야 하지.. 내가 이럴려고 대학을 외롭고,  힘들게 다닌 건가.. 결국 내 인생 초반 코스는 이렇게 허무하게 끝나가는 건가.. 해서 말이다.",5,,,,,
